CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
245            313            213            184            141            209            
215            347            190            -              161            237            
234            317            194            -              154            249            
231            338            197            -              204            -              
251            329            57             -              199            -              
252            323            143            -              -              -              
200            320            177            -              -              -              
238            323            167            -              -              -              
203            341            162            -              -              -              
188            320            167            -              -              -              
164            325            232            -              -              -              
239            286            163            -              -              -              
217            323            168            -              -              -              
218            322            151            -              -              -              
208            267            171            -              -              -              
250            319            184            -              -              -              
185            304            151            -              -              -              
240            322            208            -              -              -              
204            320            173            -              -              -              
195            247            220            -              -              -              
180            316            161            -              -              -              
204            329            158            -              -              -              
210            306            162            -              -              -              
228            312            209            -              -              -              
198            330            208            -              -              -              
213            325            223            -              -              -              
179            335            197            -              -              -              
255            330            192            -              -              -              
230            343            218            -              -              -              
223            333            208            -              -              -              
235            247            215            -              -              -              
223            327            213            -              -              -              
169            319            237            -              -              -              
178            334            203            -              -              -              
210            337            198            -              -              -              
232            322            203            -              -              -              
201            323            196            -              -              -              
175            307            204            -              -              -              
187            332            199            -              -              -              
222            351            204            -              -              -              
169            313            188            -              -              -              
152            301            208            -              -              -              
160            331            205            -              -              -              
238            350            62             -              -              -              
136            270            247            -              -              -              
141            300            209            -              -              -              
130            257            225            -              -              -              
130            225            233            -              -              -              
212            181            235            -              -              -              
234            234            239            -              -              -              
214            305            252            -              -              -              
193            330            208            -              -              -              
222            285            254            -              -              -              
224            296            216            -              -              -              
206            295            238            -              -              -              
246            265            242            -              -              -              
254            306            215            -              -              -              
188            315            248            -              -              -              
248            326            222            -              -              -              
252            297            201            -              -              -              
217            326            175            -              -              -              
285            350            -              -              -              -              
162            327            -              -              -              -              
252            315            -              -              -              -              
260            294            -              -              -              -              
231            262            -              -              -              -              
210            304            -              -              -              -              
243            314            -              -              -              -              
250            290            -              -              -              -              
257            265            -              -              -              -              
231            301            -              -              -              -              
246            287            -              -              -              -              
266            314            -              -              -              -              
234            313            -              -              -              -              
237            298            -              -              -              -              
222            210            -              -              -              -              
230            -              -              -              -              -              
220            -              -              -              -              -              
259            -              -              -              -              -              
207            -              -              -              -              -              
236            -              -              -              -              -              
215            -              -              -              -              -              
173            -              -              -              -              -              
210            -              -              -              -              -              
231            -              -              -              -              -              
205            -              -              -              -              -              
215            -              -              -              -              -              
225            -              -              -              -              -              
154            -              -              -              -              -              
218            -              -              -              -              -              
227            -              -              -              -              -              
220            -              -              -              -              -              
206            -              -              -              -              -              
155            -              -              -              -              -              
212            -              -              -              -              -              
248            -              -              -              -              -              
209            -              -              -              -              -              
166            -              -              -              -              -              
143            -              -              -              -              -              
231            -              -              -              -              -              
207            -              -              -              -              -              
216            -              -              -              -              -              
196            -              -              -              -              -              
198            -              -              -              -              -              
250            -              -              -              -              -              
199            -              -              -              -              -              
228            -              -              -              -              -              
231            -              -              -              -              -              
223            -              -              -              -              -              
221            -              -              -              -              -              
206            -              -              -              -              -              
210            -              -              -              -              -              
207            -              -              -              -              -              
219            -              -              -              -              -              
196            -              -              -              -              -              
204            -              -              -              -              -              
204            -              -              -              -              -              
211            -              -              -              -              -              
179            -              -              -              -              -              
185            -              -              -              -              -              
186            -              -              -              -              -              
204            -              -              -              -              -              
180            -              -              -              -              -              
-              
