H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
65             48             34             45             39             40             53             56             56             40             40             50             54             29             55             64             55             60             47             36             44             38             27             65             55             59             96             47             38             
53             -              36             39             -              48             51             54             52             -              -              -              55             31             55             60             51             62             -              39             47             39             -              61             -              -              103            -              46             
56             -              40             54             -              48             53             51             52             -              -              -              56             -              51             66             55             48             -              47             51             40             -              -              -              -              -              -              -              
48             -              -              51             -              52             49             59             40             -              -              -              58             -              -              58             59             54             -              43             49             39             -              -              -              -              -              -              -              
54             -              -              43             -              50             53             42             41             -              -              -              52             -              -              69             -              52             -              -              50             40             -              -              -              -              -              -              -              
59             -              -              41             -              49             53             -              53             -              -              -              56             -              -              -              -              54             -              -              49             41             -              -              -              -              -              -              -              
62             -              -              42             -              52             51             -              34             -              -              -              57             -              -              -              -              47             -              -              45             41             -              -              -              -              -              -              -              
54             -              -              47             -              50             52             -              39             -              -              -              54             -              -              -              -              49             -              -              45             40             -              -              -              -              -              -              -              
65             -              -              54             -              49             47             -              48             -              -              -              60             -              -              -              -              56             -              -              44             33             -              -              -              -              -              -              -              
60             -              -              48             -              55             50             -              44             -              -              -              53             -              -              -              -              50             -              -              42             40             -              -              -              -              -              -              -              
50             -              -              45             -              50             42             -              54             -              -              -              59             -              -              -              -              52             -              -              41             38             -              -              -              -              -              -              -              
50             -              -              46             -              46             45             -              52             -              -              -              61             -              -              -              -              52             -              -              43             28             -              -              -              -              -              -              -              
51             -              -              -              -              51             48             -              33             -              -              -              -              -              -              -              -              57             -              -              45             31             -              -              -              -              -              -              -              
43             -              -              -              -              55             44             -              49             -              -              -              -              -              -              -              -              55             -              -              36             37             -              -              -              -              -              -              -              
51             -              -              -              -              29             -              -              47             -              -              -              -              -              -              -              -              60             -              -              45             -              -              -              -              -              -              -              -              
55             -              -              -              -              46             -              -              34             -              -              -              -              -              -              -              -              -              -              -              43             -              -              -              -              -              -              -              -              
