Group1         Group2         
19             49             
4              48             
14             33             
16             40             
13             37             
12             37             
37             36             
11             34             
33             36             
31             35             
42             36             
16             30             
14             33             
13             34             
11             26             
14             31             
14             25             
18             30             
13             33             
10             38             
9              36             
15             35             
13             38             
8              32             
11             31             
14             35             
17             30             
18             29             
14             30             
10             30             
12             33             
10             46             
22             36             
11             38             
6              33             
17             30             
15             34             
9              45             
12             30             
15             32             
12             29             
9              40             
9              31             
12             33             
9              41             
15             33             
12             38             
24             24             
20             30             
24             38             
29             41             
18             49             
8              35             
8              40             
10             34             
8              27             
12             33             
12             33             
16             31             
9              30             
8              31             
9              31             
11             36             
6              38             
10             33             
10             28             
11             35             
9              33             
32             35             
18             30             
27             16             
20             19             
19             20             
27             24             
9              22             
16             24             
26             15             
19             17             
24             24             
19             21             
14             8              
15             7              
23             6              
20             5              
27             26             
15             24             
11             16             
24             28             
26             21             
31             9              
24             24             
30             23             
24             27             
23             25             
8              12             
24             3              
12             22             
12             8              
21             21             
16             7              
14             9              
29             6              
18             14             
13             16             
14             17             
12             15             
20             12             
20             12             
19             9              
20             17             
15             12             
13             12             
21             13             
17             9              
18             18             
19             15             
8              16             
8              15             
14             13             
14             11             
19             13             
18             11             
15             6              
24             13             
26             12             
6              5              
6              14             
17             6              
17             8              
0              8              
5              16             
3              10             
-              12             
-              8              
-              10             
-              23             
-              3              
-              -              
