H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
16             12             13             10             9              66             68             55             13             22             12             18             20             18             13             29             22             27             15             32             31             31             33             43             39             42             22             18             19             
8              -              12             10             -              56             70             45             18             -              -              -              21             20             18             32             37             40             -              31             32             29             -              39             -              -              24             -              20             
12             -              15             14             -              66             75             66             24             -              -              -              14             -              12             35             28             33             -              33             33             32             -              -              -              -              -              -              -              
14             -              -              30             -              57             64             64             17             -              -              -              19             -              -              34             21             27             -              37             40             33             -              -              -              -              -              -              -              
12             -              -              11             -              60             75             48             11             -              -              -              15             -              -              36             -              36             -              -              33             33             -              -              -              -              -              -              -              
8              -              -              8              -              57             57             -              21             -              -              -              12             -              -              -              -              24             -              -              34             31             -              -              -              -              -              -              -              
12             -              -              9              -              60             40             -              18             -              -              -              17             -              -              -              -              37             -              -              33             30             -              -              -              -              -              -              -              
12             -              -              18             -              54             58             -              9              -              -              -              16             -              -              -              -              19             -              -              28             26             -              -              -              -              -              -              -              
15             -              -              13             -              60             49             -              24             -              -              -              13             -              -              -              -              38             -              -              29             31             -              -              -              -              -              -              -              
12             -              -              12             -              56             40             -              27             -              -              -              15             -              -              -              -              38             -              -              30             39             -              -              -              -              -              -              -              
14             -              -              11             -              57             35             -              12             -              -              -              15             -              -              -              -              36             -              -              29             31             -              -              -              -              -              -              -              
13             -              -              10             -              59             44             -              6              -              -              -              14             -              -              -              -              24             -              -              33             34             -              -              -              -              -              -              -              
12             -              -              -              -              57             46             -              19             -              -              -              -              -              -              -              -              46             -              -              31             35             -              -              -              -              -              -              -              
12             -              -              -              -              55             40             -              10             -              -              -              -              -              -              -              -              35             -              -              34             35             -              -              -              -              -              -              -              
8              -              -              -              -              47             -              -              12             -              -              -              -              -              -              -              -              30             -              -              37             -              -              -              -              -              -              -              -              
12             -              -              -              -              58             -              -              23             -              -              -              -              -              -              -              -              -              -              -              29             -              -              -              -              -              -              -              -              
7              -              -              -              -              71             -              -              20             -              -              -              -              -              -              -              -              -              -              -              32             -              -              -              -              -              -              -              -              
10             -              -              -              -              64             -              -              15             -              -              -              -              -              -              -              -              -              -              -              42             -              -              -              -              -              -              -              -              
13             -              -              -              -              55             -              -              21             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
13             -              -              -              -              55             -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
18             -              -              -              -              48             -              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
21             -              -              -              -              48             -              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
17             -              -              -              -              50             -              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              -              -              -              45             -              -              16             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              -              -              -              71             -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              55             -              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
18             -              -              -              -              73             -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
11             -              -              -              -              67             -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
16             -              -              -              -              67             -              -              22             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
16             -              -              -              -              76             -              -              17             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              -              -              -              41             -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              65             -              -              16             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              67             -              -              18             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
17             -              -              -              -              67             -              -              16             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              72             -              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              42             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              63             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              59             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              67             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              -              -              -              74             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
