CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
12             16             13             17             5              18             
23             21             12             -              27             25             
24             15             13             -              25             25             
22             21             11             -              36             -              
29             21             0              -              34             -              
20             21             9              -              -              -              
15             21             11             -              -              -              
24             21             13             -              -              -              
16             21             13             -              -              -              
13             21             14             -              -              -              
8              21             12             -              -              -              
19             17             10             -              -              -              
19             21             12             -              -              -              
22             21             9              -              -              -              
21             17             1              -              -              -              
28             21             14             -              -              -              
13             16             12             -              -              -              
17             21             16             -              -              -              
13             21             9              -              -              -              
15             15             21             -              -              -              
10             22             7              -              -              -              
16             23             7              -              -              -              
12             23             15             -              -              -              
22             21             21             -              -              -              
12             22             26             -              -              -              
16             21             26             -              -              -              
12             23             25             -              -              -              
17             25             23             -              -              -              
21             28             21             -              -              -              
12             27             22             -              -              -              
15             14             25             -              -              -              
18             24             24             -              -              -              
18             24             23             -              -              -              
12             23             25             -              -              -              
24             23             23             -              -              -              
15             12             24             -              -              -              
20             21             22             -              -              -              
20             21             28             -              -              -              
20             29             25             -              -              -              
24             29             23             -              -              -              
9              30             24             -              -              -              
18             22             29             -              -              -              
21             25             24             -              -              -              
23             23             8              -              -              -              
17             23             32             -              -              -              
15             25             24             -              -              -              
31             10             23             -              -              -              
15             14             23             -              -              -              
13             14             27             -              -              -              
12             16             23             -              -              -              
13             20             25             -              -              -              
13             21             23             -              -              -              
18             24             27             -              -              -              
18             22             25             -              -              -              
19             22             23             -              -              -              
20             18             24             -              -              -              
22             20             19             -              -              -              
14             23             25             -              -              -              
20             27             23             -              -              -              
24             26             19             -              -              -              
23             27             4              -              -              -              
21             19             -              -              -              -              
13             21             -              -              -              -              
16             19             -              -              -              -              
19             20             -              -              -              -              
18             19             -              -              -              -              
19             21             -              -              -              -              
26             25             -              -              -              -              
21             20             -              -              -              -              
33             22             -              -              -              -              
12             20             -              -              -              -              
36             20             -              -              -              -              
35             22             -              -              -              -              
12             20             -              -              -              -              
18             17             -              -              -              -              
19             12             -              -              -              -              
15             -              -              -              -              -              
9              -              -              -              -              -              
28             -              -              -              -              -              
29             -              -              -              -              -              
20             -              -              -              -              -              
29             -              -              -              -              -              
13             -              -              -              -              -              
16             -              -              -              -              -              
27             -              -              -              -              -              
14             -              -              -              -              -              
18             -              -              -              -              -              
17             -              -              -              -              -              
9              -              -              -              -              -              
13             -              -              -              -              -              
17             -              -              -              -              -              
19             -              -              -              -              -              
18             -              -              -              -              -              
11             -              -              -              -              -              
25             -              -              -              -              -              
29             -              -              -              -              -              
27             -              -              -              -              -              
22             -              -              -              -              -              
10             -              -              -              -              -              
25             -              -              -              -              -              
15             -              -              -              -              -              
21             -              -              -              -              -              
27             -              -              -              -              -              
17             -              -              -              -              -              
19             -              -              -              -              -              
16             -              -              -              -              -              
20             -              -              -              -              -              
18             -              -              -              -              -              
17             -              -              -              -              -              
17             -              -              -              -              -              
22             -              -              -              -              -              
18             -              -              -              -              -              
16             -              -              -              -              -              
19             -              -              -              -              -              
17             -              -              -              -              -              
24             -              -              -              -              -              
14             -              -              -              -              -              
20             -              -              -              -              -              
9              -              -              -              -              -              
9              -              -              -              -              -              
13             -              -              -              -              -              
13             -              -              -              -              -              
14             -              -              -              -              -              
-              
