CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
879            766            691            753            685            718            
798            894            696            -              812            815            
816            756            715            -              771            834            
814            805            690            -              837            -              
846            812            672            -              855            -              
877            780            697            -              -              -              
791            820            721            -              -              -              
812            809            695            -              -              -              
804            804            698            -              -              -              
796            805            739            -              -              -              
764            813            784            -              -              -              
821            784            722            -              -              -              
793            825            717            -              -              -              
611            820            739            -              -              -              
773            763            690            -              -              -              
823            780            719            -              -              -              
747            778            659            -              -              -              
834            824            738            -              -              -              
784            799            748            -              -              -              
776            768            734            -              -              -              
791            812            712            -              -              -              
793            812            672            -              -              -              
623            816            718            -              -              -              
700            826            728            -              -              -              
769            858            781            -              -              -              
690            812            808            -              -              -              
754            861            825            -              -              -              
687            847            719            -              -              -              
762            876            795            -              -              -              
709            857            798            -              -              -              
761            778            794            -              -              -              
734            777            804            -              -              -              
806            764            807            -              -              -              
772            874            738            -              -              -              
747            866            784            -              -              -              
906            719            736            -              -              -              
845            799            688            -              -              -              
654            811            753            -              -              -              
669            838            718            -              -              -              
781            880            738            -              -              -              
570            772            780            -              -              -              
688            801            719            -              -              -              
659            861            705            -              -              -              
755            883            744            -              -              -              
501            746            832            -              -              -              
517            745            794            -              -              -              
570            775            789            -              -              -              
601            781            796            -              -              -              
795            757            814            -              -              -              
835            834            808            -              -              -              
808            835            816            -              -              -              
729            911            800            -              -              -              
683            791            831            -              -              -              
693            766            750            -              -              -              
671            764            788            -              -              -              
690            802            731            -              -              -              
689            828            746            -              -              -              
824            830            684            -              -              -              
739            817            746            -              -              -              
742            772            680            -              -              -              
700            819            715            -              -              -              
682            847            -              -              -              -              
722            785            -              -              -              -              
826            809            -              -              -              -              
806            771            -              -              -              -              
771            754            -              -              -              -              
707            698            -              -              -              -              
743            744            -              -              -              -              
835            773            -              -              -              -              
724            752            -              -              -              -              
800            805            -              -              -              -              
710            787            -              -              -              -              
701            806            -              -              -              -              
788            818            -              -              -              -              
634            780            -              -              -              -              
785            781            -              -              -              -              
776            -              -              -              -              -              
722            -              -              -              -              -              
703            -              -              -              -              -              
735            -              -              -              -              -              
623            -              -              -              -              -              
724            -              -              -              -              -              
716            -              -              -              -              -              
609            -              -              -              -              -              
766            -              -              -              -              -              
750            -              -              -              -              -              
554            -              -              -              -              -              
790            -              -              -              -              -              
670            -              -              -              -              -              
749            -              -              -              -              -              
779            -              -              -              -              -              
810            -              -              -              -              -              
764            -              -              -              -              -              
674            -              -              -              -              -              
774            -              -              -              -              -              
827            -              -              -              -              -              
780            -              -              -              -              -              
732            -              -              -              -              -              
646            -              -              -              -              -              
799            -              -              -              -              -              
671            -              -              -              -              -              
799            -              -              -              -              -              
803            -              -              -              -              -              
713            -              -              -              -              -              
747            -              -              -              -              -              
754            -              -              -              -              -              
814            -              -              -              -              -              
810            -              -              -              -              -              
808            -              -              -              -              -              
804            -              -              -              -              -              
774            -              -              -              -              -              
810            -              -              -              -              -              
800            -              -              -              -              -              
790            -              -              -              -              -              
773            -              -              -              -              -              
728            -              -              -              -              -              
809            -              -              -              -              -              
798            -              -              -              -              -              
789            -              -              -              -              -              
804            -              -              -              -              -              
761            -              -              -              -              -              
763            -              -              -              -              -              
739            -              -              -              -              -              
-              
