CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
2802           2676           2417           2578           2562           2464           
2689           2789           2300           -              2586           2541           
2690           2387           2444           -              2488           2736           
2767           2549           2287           -              2753           -              
2697           2574           2386           -              2733           -              
2867           2481           2208           -              -              -              
2733           2563           2135           -              -              -              
2633           2498           2322           -              -              -              
2730           2539           2280           -              -              -              
2669           2559           2362           -              -              -              
2474           2519           2520           -              -              -              
2734           2465           2442           -              -              -              
2646           2493           2367           -              -              -              
2181           2554           2370           -              -              -              
2545           2463           2183           -              -              -              
2619           2498           2264           -              -              -              
2616           2626           2206           -              -              -              
2955           2516           2490           -              -              -              
2595           2497           2247           -              -              -              
2516           2480           2376           -              -              -              
2437           2562           2324           -              -              -              
2467           2620           2228           -              -              -              
2484           2613           2266           -              -              -              
2353           2485           2394           -              -              -              
2532           2720           2128           -              -              -              
2517           2496           2256           -              -              -              
2347           2662           2129           -              -              -              
2547           2684           1986           -              -              -              
2606           2677           2340           -              -              -              
2460           2698           2306           -              -              -              
2577           2344           2287           -              -              -              
2631           2573           2389           -              -              -              
2532           2523           2412           -              -              -              
2435           2648           2177           -              -              -              
2702           2729           2246           -              -              -              
2798           2572           2199           -              -              -              
2619           2502           2082           -              -              -              
1951           2525           2237           -              -              -              
1883           2637           2118           -              -              -              
2497           2717           2217           -              -              -              
2051           2380           2195           -              -              -              
1931           2420           2071           -              -              -              
1933           2641           2113           -              -              -              
2435           2819           2175           -              -              -              
1685           2292           2327           -              -              -              
1641           2381           2131           -              -              -              
1740           2403           2284           -              -              -              
1727           2431           2260           -              -              -              
2625           2087           2365           -              -              -              
2660           2470           2393           -              -              -              
2685           2552           2298           -              -              -              
2304           2770           2305           -              -              -              
2287           2397           2333           -              -              -              
2325           2376           2220           -              -              -              
2188           2412           2222           -              -              -              
2366           2251           2098           -              -              -              
2368           2573           2177           -              -              -              
2428           2525           2080           -              -              -              
2384           2556           2175           -              -              -              
2440           2527           2039           -              -              -              
2251           2559           2346           -              -              -              
2455           2625           -              -              -              -              
2320           2367           -              -              -              -              
2512           2461           -              -              -              -              
2494           2346           -              -              -              -              
2305           2218           -              -              -              -              
2473           2226           -              -              -              -              
2331           2359           -              -              -              -              
2813           2362           -              -              -              -              
2592           2235           -              -              -              -              
2621           2506           -              -              -              -              
2560           2410           -              -              -              -              
2525           2442           -              -              -              -              
2534           2471           -              -              -              -              
2347           2467           -              -              -              -              
2463           2351           -              -              -              -              
2480           -              -              -              -              -              
2570           -              -              -              -              -              
2284           -              -              -              -              -              
2457           -              -              -              -              -              
2156           -              -              -              -              -              
2444           -              -              -              -              -              
2358           -              -              -              -              -              
2127           -              -              -              -              -              
2487           -              -              -              -              -              
2431           -              -              -              -              -              
1917           -              -              -              -              -              
2672           -              -              -              -              -              
2162           -              -              -              -              -              
2454           -              -              -              -              -              
2564           -              -              -              -              -              
2596           -              -              -              -              -              
2513           -              -              -              -              -              
2285           -              -              -              -              -              
2449           -              -              -              -              -              
2665           -              -              -              -              -              
2553           -              -              -              -              -              
2150           -              -              -              -              -              
2194           -              -              -              -              -              
2570           -              -              -              -              -              
2364           -              -              -              -              -              
2580           -              -              -              -              -              
2576           -              -              -              -              -              
2367           -              -              -              -              -              
2403           -              -              -              -              -              
2389           -              -              -              -              -              
2800           -              -              -              -              -              
2777           -              -              -              -              -              
2821           -              -              -              -              -              
2773           -              -              -              -              -              
2606           -              -              -              -              -              
2646           -              -              -              -              -              
2713           -              -              -              -              -              
2799           -              -              -              -              -              
2582           -              -              -              -              -              
2622           -              -              -              -              -              
2689           -              -              -              -              -              
2605           -              -              -              -              -              
2519           -              -              -              -              -              
2594           -              -              -              -              -              
2575           -              -              -              -              -              
2584           -              -              -              -              -              
2429           -              -              -              -              -              
-              
