H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
142            139            150            167            128            164            152            145            167            153            141            129            161            105            140            137            103            114            137            93             109            124            125            139            128            102            162            145            141            
186            -              173            164            -              151            141            125            208            -              -              -              143            120            136            121            90             125            -              114            113            122            -              130            -              -              156            -              172            
177            -              147            156            -              144            180            137            155            -              -              -              158            -              136            133            112            130            -              114            111            133            -              -              -              -              -              -              -              
186            -              -              150            -              153            165            132            173            -              -              -              142            -              -              119            99             116            -              117            110            134            -              -              -              -              -              -              -              
174            -              -              154            -              155            181            137            173            -              -              -              127            -              -              190            -              123            -              -              121            116            -              -              -              -              -              -              -              
196            -              -              167            -              146            159            -              161            -              -              -              136            -              -              -              -              99             -              -              107            129            -              -              -              -              -              -              -              
176            -              -              205            -              157            145            -              154            -              -              -              140            -              -              -              -              115            -              -              107            112            -              -              -              -              -              -              -              
163            -              -              168            -              135            136            -              141            -              -              -              163            -              -              -              -              108            -              -              123            126            -              -              -              -              -              -              -              
181            -              -              171            -              143            145            -              157            -              -              -              142            -              -              -              -              116            -              -              112            110            -              -              -              -              -              -              -              
170            -              -              163            -              145            136            -              181            -              -              -              154            -              -              -              -              122            -              -              100            109            -              -              -              -              -              -              -              
111            -              -              141            -              147            128            -              108            -              -              -              148            -              -              -              -              115            -              -              110            111            -              -              -              -              -              -              -              
171            -              -              216            -              142            157            -              141            -              -              -              166            -              -              -              -              133            -              -              125            106            -              -              -              -              -              -              -              
165            -              -              -              -              141            146            -              113            -              -              -              -              -              -              -              -              108            -              -              119            107            -              -              -              -              -              -              -              
168            -              -              -              -              152            140            -              110            -              -              -              -              -              -              -              -              117            -              -              108            111            -              -              -              -              -              -              -              
161            -              -              -              -              140            -              -              141            -              -              -              -              -              -              -              -              121            -              -              123            -              -              -              -              -              -              -              -              
171            -              -              -              -              145            -              -              98             -              -              -              -              -              -              -              -              -              -              -              113            -              -              -              -              -              -              -              -              
150            -              -              -              -              151            -              -              146            -              -              -              -              -              -              -              -              -              -              -              104            -              -              -              -              -              -              -              -              
208            -              -              -              -              143            -              -              134            -              -              -              -              -              -              -              -              -              -              -              94             -              -              -              -              -              -              -              -              
173            -              -              -              -              146            -              -              127            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
143            -              -              -              -              141            -              -              169            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
136            -              -              -              -              141            -              -              84             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
174            -              -              -              -              153            -              -              152            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
160            -              -              -              -              154            -              -              142            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
