H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
127            99             103            99             91             152            123            135            149            120            113            101            139            124            96             155            163            167            172            146            145            167            127            102            129            186            139            91             107            
101            -              103            107            -              131            134            140            125            -              -              -              128            123            99             156            172            158            -              156            126            168            -              108            -              -              146            -              113            
104            -              95             121            -              138            103            125            95             -              -              -              144            -              111            163            176            166            -              151            137            168            -              -              -              -              -              -              -              
110            -              -              108            -              118            101            130            115            -              -              -              145            -              -              161            155            173            -              131            161            163            -              -              -              -              -              -              -              
94             -              -              76             -              115            103            140            115            -              -              -              143            -              -              195            -              183            -              -              157            147            -              -              -              -              -              -              -              
110            -              -              85             -              118            114            -              101            -              -              -              124            -              -              -              -              157            -              -              161            171            -              -              -              -              -              -              -              
109            -              -              108            -              124            125            -              95             -              -              -              145            -              -              -              -              162            -              -              145            155            -              -              -              -              -              -              -              
104            -              -              113            -              120            123            -              106            -              -              -              137            -              -              -              -              149            -              -              165            160            -              -              -              -              -              -              -              
108            -              -              104            -              120            113            -              102            -              -              -              126            -              -              -              -              172            -              -              148            153            -              -              -              -              -              -              -              
112            -              -              108            -              118            97             -              109            -              -              -              129            -              -              -              -              173            -              -              155            152            -              -              -              -              -              -              -              
61             -              -              105            -              125            103            -              99             -              -              -              118            -              -              -              -              140            -              -              156            165            -              -              -              -              -              -              -              
100            -              -              90             -              130            107            -              137            -              -              -              93             -              -              -              -              152            -              -              150            142            -              -              -              -              -              -              -              
112            -              -              -              -              108            119            -              119            -              -              -              -              -              -              -              -              168            -              -              152            151            -              -              -              -              -              -              -              
74             -              -              -              -              113            101            -              134            -              -              -              -              -              -              -              -              169            -              -              134            145            -              -              -              -              -              -              -              
89             -              -              -              -              142            -              -              114            -              -              -              -              -              -              -              -              180            -              -              153            -              -              -              -              -              -              -              -              
93             -              -              -              -              124            -              -              123            -              -              -              -              -              -              -              -              -              -              -              148            -              -              -              -              -              -              -              -              
98             -              -              -              -              133            -              -              138            -              -              -              -              -              -              -              -              -              -              -              177            -              -              -              -              -              -              -              -              
101            -              -              -              -              119            -              -              84             -              -              -              -              -              -              -              -              -              -              -              118            -              -              -              -              -              -              -              -              
102            -              -              -              -              118            -              -              86             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
117            -              -              -              -              141            -              -              115            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
76             -              -              -              -              124            -              -              86             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
92             -              -              -              -              123            -              -              115            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
85             -              -              -              -              129            -              -              107            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
101            -              -              -              -              105            -              -              105            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
100            -              -              -              -              171            -              -              115            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
108            -              -              -              -              111            -              -              101            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
114            -              -              -              -              167            -              -              104            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
115            -              -              -              -              171            -              -              126            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
99             -              -              -              -              168            -              -              144            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
110            -              -              -              -              167            -              -              106            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
115            -              -              -              -              128            -              -              95             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
108            -              -              -              -              120            -              -              122            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
104            -              -              -              -              126            -              -              119            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
89             -              -              -              -              162            -              -              120            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
121            -              -              -              -              180            -              -              113            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
109            -              -              -              -              141            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
99             -              -              -              -              113            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
