H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
245            193            222            246            243            313            306            301            250            198            250            199            228            179            186            213            143            167            184            208            218            225            141            161            210            175            204            209            237            
215            -              224            254            -              347            315            287            257            -              -              -              231            185            204            190            177            232            -              223            208            233            -              154            -              -              199            -              249            
234            -              206            188            -              317            326            314            231            -              -              -              223            -              180            194            167            163            -              197            215            235            -              -              -              -              -              -              -              
231            -              -              248            -              338            297            313            246            -              -              -              221            -              -              197            162            168            -              192            213            239            -              -              -              -              -              -              -              
251            -              -              252            -              329            326            298            266            -              -              -              206            -              -              57             -              151            -              -              237            252            -              -              -              -              -              -              -              
252            -              -              217            -              323            350            -              234            -              -              -              210            -              -              -              -              171            -              -              203            208            -              -              -              -              -              -              -              
200            -              -              285            -              320            327            -              237            -              -              -              207            -              -              -              -              184            -              -              198            254            -              -              -              -              -              -              -              
238            -              -              162            -              323            315            -              222            -              -              -              219            -              -              -              -              151            -              -              203            216            -              -              -              -              -              -              -              
203            -              -              252            -              341            294            -              230            -              -              -              196            -              -              -              -              208            -              -              196            238            -              -              -              -              -              -              -              
188            -              -              260            -              320            262            -              220            -              -              -              204            -              -              -              -              173            -              -              204            242            -              -              -              -              -              -              -              
164            -              -              231            -              325            304            -              259            -              -              -              204            -              -              -              -              220            -              -              199            215            -              -              -              -              -              -              -              
239            -              -              210            -              286            314            -              207            -              -              -              211            -              -              -              -              161            -              -              204            248            -              -              -              -              -              -              -              
217            -              -              -              -              323            290            -              236            -              -              -              -              -              -              -              -              158            -              -              188            222            -              -              -              -              -              -              -              
218            -              -              -              -              322            265            -              215            -              -              -              -              -              -              -              -              162            -              -              208            201            -              -              -              -              -              -              -              
208            -              -              -              -              267            -              -              173            -              -              -              -              -              -              -              -              209            -              -              205            -              -              -              -              -              -              -              -              
250            -              -              -              -              319            -              -              210            -              -              -              -              -              -              -              -              -              -              -              62             -              -              -              -              -              -              -              -              
185            -              -              -              -              304            -              -              231            -              -              -              -              -              -              -              -              -              -              -              247            -              -              -              -              -              -              -              -              
240            -              -              -              -              322            -              -              205            -              -              -              -              -              -              -              -              -              -              -              209            -              -              -              -              -              -              -              -              
204            -              -              -              -              320            -              -              215            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
195            -              -              -              -              247            -              -              225            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
180            -              -              -              -              316            -              -              154            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
204            -              -              -              -              329            -              -              218            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
210            -              -              -              -              306            -              -              227            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
228            -              -              -              -              312            -              -              220            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
198            -              -              -              -              330            -              -              206            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
213            -              -              -              -              325            -              -              155            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
179            -              -              -              -              335            -              -              212            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
