Group1         Group2         
50             62             
53             77             
56             58             
51             72             
61             69             
52             72             
44             67             
56             71             
45             67             
49             70             
27             69             
47             60             
45             69             
41             66             
37             63             
58             66             
33             70             
62             69             
54             70             
41             58             
46             67             
61             74             
39             67             
57             69             
49             73             
39             69             
42             75             
51             77             
46             81             
48             75             
51             56             
52             63             
53             69             
51             67             
60             80             
70             58             
58             65             
37             58             
38             69             
55             70             
57             69             
39             68             
37             73             
51             69             
36             64             
33             60             
27             66             
40             63             
56             53             
49             72             
43             65             
47             81             
49             62             
39             52             
44             60             
41             51             
43             63             
58             66             
54             69             
50             67             
52             69             
43             74             
40             57             
48             68             
46             58             
50             64             
50             53             
41             67             
62             57             
56             56             
46             67             
62             58             
61             64             
53             50             
44             57             
57             60             
51             55             
38             63             
59             50             
68             63             
50             51             
68             45             
43             45             
44             53             
54             63             
50             62             
48             59             
51             57             
30             63             
43             54             
56             52             
51             57             
54             68             
36             45             
49             57             
61             57             
61             42             
60             45             
26             48             
59             71             
47             62             
54             72             
59             51             
51             63             
57             72             
52             71             
64             71             
59             68             
55             71             
59             74             
70             79             
72             66             
57             76             
58             79             
56             64             
61             72             
56             74             
52             70             
51             65             
50             82             
51             76             
49             74             
55             77             
48             77             
53             80             
49             78             
47             74             
48             78             
53             77             
61             77             
65             48             
60             74             
-              64             
-              72             
-              68             
-              57             
-              59             
-              -              
