H1             H2             H3             H4             H5             H6             H7             H8             H10            H11            H13            H14            H15            H16            H17            H18            
13             5              30             9              11             5              4              8              10             2              2              3              3              6              7              12             
6              3              4              2              24             4              3              -              3              -              0              -              -              6              -              13             
10             3              24             3              8              4              4              -              3              -              -              -              -              -              -              -              
17             21             5              3              17             3              4              -              2              -              -              -              -              -              -              -              
20             20             3              6              21             0              0              -              3              -              -              -              -              -              -              -              
16             17             3              -              15             0              2              -              3              -              -              -              -              -              -              -              
6              14             3              -              27             3              3              -              3              -              -              -              -              -              -              -              
13             17             3              -              19             5              5              -              3              -              -              -              -              -              -              -              
6              16             3              -              9              0              2              -              3              -              -              -              -              -              -              -              
6              21             3              -              10             2              3              -              3              -              -              -              -              -              -              -              
3              10             4              -              30             9              3              -              3              -              -              -              -              -              -              -              
13             14             3              -              14             4              0              -              3              -              -              -              -              -              -              -              
14             13             3              -              19             17             6              -              3              -              -              -              -              -              -              -              
6              14             3              -              15             11             5              -              3              -              -              -              -              -              -              -              
7              6              12             -              8              9              3              -              3              -              -              -              -              -              -              -              
19             18             3              -              17             11             8              -              2              -              -              -              -              -              -              -              
8              -              6              -              22             11             0              -              3              -              -              -              -              -              -              -              
19             -              3              -              6              -              7              -              2              -              -              -              -              -              -              -              
13             -              3              -              22             -              3              -              3              -              -              -              -              -              -              -              
18             -              4              -              11             -              3              -              0              -              -              -              -              -              -              -              
9              -              5              -              8              -              3              -              3              -              -              -              -              -              -              -              
1              -              3              -              10             -              1              -              13             -              -              -              -              -              -              -              
7              -              3              -              12             -              0              -              4              -              -              -              -              -              -              -              
15             -              2              -              5              -              10             -              4              -              -              -              -              -              -              -              
16             -              3              -              14             -              -              -              4              -              -              -              -              -              -              -              
12             -              3              -              1              -              -              -              4              -              -              -              -              -              -              -              
12             -              3              -              12             -              -              -              4              -              -              -              -              -              -              -              
18             -              3              -              13             -              -              -              3              -              -              -              -              -              -              -              
24             -              3              -              13             -              -              -              6              -              -              -              -              -              -              -              
16             -              3              -              26             -              -              -              5              -              -              -              -              -              -              -              
18             -              3              -              0              -              -              -              4              -              -              -              -              -              -              -              
12             -              1              -              25             -              -              -              15             -              -              -              -              -              -              -              
0              -              3              -              16             -              -              -              6              -              -              -              -              -              -              -              
13             -              3              -              6              -              -              -              9              -              -              -              -              -              -              -              
30             -              3              -              11             -              -              -              6              -              -              -              -              -              -              -              
16             -              9              -              16             -              -              -              10             -              -              -              -              -              -              -              
10             -              3              -              18             -              -              -              -              -              -              -              -              -              -              -              
15             -              3              -              12             -              -              -              -              -              -              -              -              -              -              -              
17             -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
20             -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              1              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              18             -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              35             -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              4              -              -              -              -              -              -              -              -              -              -              -              -              -              
13             -              5              -              -              -              -              -              -              -              -              -              -              -              -              -              
14             -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              
17             -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              18             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              18             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              4              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              4              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              4              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              
