H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
585            481            495            484            537            522            548            547            555            497            537            500            528            561            509            412            447            468            539            518            542            518            460            552            530            456            539            503            560            
539            -              498            499            -              601            559            540            470            -              -              -              516            573            509            432            468            482            -              548            528            522            -              522            -              -              546            -              578            
543            -              483            558            -              516            538            526            559            -              -              -              526            -              494            436            444            472            -              546            531            536            -              -              -              -              -              -              -              
539            -              -              500            -              544            515            560            468            -              -              -              521            -              -              425            439            477            -              475            536            537            -              -              -              -              -              -              -              
569            -              -              519            -              557            540            553            478            -              -              -              510            -              -              411            -              462            -              -              526            534            -              -              -              -              -              -              -              
592            -              -              488            -              521            568            -              545            -              -              -              525            -              -              -              -              435            -              -              487            521            -              -              -              -              -              -              -              
532            -              -              491            -              551            533            -              456            -              -              -              517            -              -              -              -              434            -              -              522            549            -              -              -              -              -              -              -              
541            -              -              496            -              554            554            -              568            -              -              -              506            -              -              -              -              430            -              -              474            496            -              -              -              -              -              -              -              
533            -              -              554            -              548            525            -              550            -              -              -              495            -              -              -              -              468            -              -              444            515            -              -              -              -              -              -              -              
535            -              -              555            -              541            501            -              511            -              -              -              477            -              -              -              -              473            -              -              496            478            -              -              -              -              -              -              -              
599            -              -              531            -              551            484            -              478            -              -              -              531            -              -              -              -              465            -              -              487            485            -              -              -              -              -              -              -              
554            -              -              488            -              537            514            -              476            -              -              -              556            -              -              -              -              467            -              -              499            465            -              -              -              -              -              -              -              
522            -              -              -              -              558            530            -              418            -              -              -              -              -              -              -              -              436            -              -              506            495            -              -              -              -              -              -              -              
409            -              -              -              -              557            510            -              486            -              -              -              -              -              -              -              -              469            -              -              471            451            -              -              -              -              -              -              -              
544            -              -              -              -              523            -              -              478            -              -              -              -              -              -              -              -              477            -              -              466            -              -              -              -              -              -              -              -              
545            -              -              -              -              532            -              -              427            -              -              -              -              -              -              -              -              -              -              -              475            -              -              -              -              -              -              -              -              
550            -              -              -              -              502            -              -              504            -              -              -              -              -              -              -              -              -              -              -              537            -              -              -              -              -              -              -              -              
549            -              -              -              -              570            -              -              516            -              -              -              -              -              -              -              -              -              -              -              520            -              -              -              -              -              -              -              -              
542            -              -              -              -              547            -              -              386            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
539            -              -              -              -              539            -              -              557            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
520            -              -              -              -              552            -              -              540            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
527            -              -              -              -              550            -              -              538            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
452            -              -              -              -              557            -              -              552            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
459            -              -              -              -              560            -              -              565            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
527            -              -              -              -              572            -              -              537            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
504            -              -              -              -              560            -              -              522            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
525            -              -              -              -              575            -              -              555            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
