Group1         Group2         
14             9              
15             20             
12             12             
15             12             
12             11             
15             12             
14             11             
11             12             
13             13             
11             12             
10             12             
15             6              
15             12             
20             11             
13             2              
12             11             
14             25             
12             10             
14             11             
11             10             
14             13             
10             15             
4              12             
11             12             
10             9              
10             12             
13             10             
11             13             
14             12             
8              11             
11             6              
15             8              
10             12             
10             12             
12             12             
11             12             
14             9              
9              12             
5              12             
9              9              
0              7              
3              11             
7              10             
14             10             
3              6              
6              9              
6              7              
0              5              
13             6              
12             9              
13             12             
9              20             
13             17             
12             12             
13             14             
10             6              
14             11             
8              10             
19             9              
13             8              
12             9              
18             15             
0              14             
13             14             
14             11             
12             7              
13             5              
7              11             
12             13             
16             17             
21             6              
21             6              
17             6              
18             7              
19             12             
15             5              
21             5              
11             4              
11             4              
7              0              
14             3              
0              3              
2              3              
13             6              
10             5              
22             6              
19             0              
17             7              
6              0              
12             6              
18             6              
21             3              
10             3              
13             6              
8              3              
19             6              
15             6              
10             2              
4              9              
7              0              
9              3              
17             2              
12             3              
28             0              
21             1              
10             0              
7              2              
8              1              
9              4              
7              0              
7              5              
6              2              
6              6              
8              3              
7              3              
8              2              
11             5              
13             2              
7              0              
9              6              
12             2              
12             5              
9              1              
4              2              
0              2              
3              0              
3              3              
0              0              
0              3              
22             0              
11             3              
12             4              
-              6              
-              3              
-              3              
-              6              
-              3              
-              -              
