Group1         Group2         
6              15             
1              13             
0              13             
2              14             
0              18             
5              12             
0              13             
0              13             
0              17             
0              12             
2              14             
4              11             
2              18             
4              15             
2              12             
0              14             
1              7              
5              11             
6              13             
2              9              
0              12             
4              13             
0              10             
6              9              
5              14             
2              16             
3              14             
4              12             
3              16             
3              13             
3              9              
5              18             
3              14             
5              22             
6              16             
2              8              
5              12             
3              11             
6              16             
6              22             
6              13             
3              14             
0              14             
2              12             
3              8              
6              8              
0              9              
3              6              
0              10             
0              8              
4              12             
0              9              
4              18             
1              6              
3              8              
8              9              
6              12             
4              14             
8              4              
9              5              
8              4              
7              12             
2              20             
8              12             
7              16             
6              8              
7              21             
7              14             
9              14             
7              10             
9              12             
9              11             
9              9              
9              9              
12             14             
8              8              
9              4              
6              7              
9              2              
10             0              
9              3              
7              6              
4              4              
8              3              
11             5              
5              6              
9              7              
8              3              
6              5              
9              6              
6              4              
6              9              
9              4              
7              0              
6              9              
6              9              
8              4              
8              11             
6              3              
9              2              
8              4              
5              4              
5              5              
3              0              
9              0              
5              0              
2              0              
3              6              
1              0              
2              1              
4              0              
0              0              
2              2              
1              0              
0              4              
3              0              
3              0              
0              0              
2              0              
2              1              
3              7              
5              2              
5              2              
13             2              
6              2              
4              3              
6              1              
3              4              
4              3              
3              2              
0              3              
0              1              
-              2              
-              0              
-              3              
-              6              
-              6              
-              -              
