H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
33             35             39             16             18             59             54             58             52             37             47             44             35             22             19             34             47             42             29             30             42             37             43             27             47             40             34             17             45             
18             -              35             15             -              44             59             66             52             -              -              -              29             23             22             35             45             49             -              37             34             37             -              29             -              -              36             -              47             
23             -              26             35             -              47             50             56             24             -              -              -              34             -              17             43             44             38             -              37             42             40             -              -              -              -              -              -              -              
28             -              -              36             -              47             47             64             52             -              -              -              37             -              -              37             39             41             -              35             39             33             -              -              -              -              -              -              -              
19             -              -              16             -              42             50             59             44             -              -              -              36             -              -              42             -              42             -              -              37             31             -              -              -              -              -              -              -              
29             -              -              17             -              47             36             -              26             -              -              -              20             -              -              -              -              30             -              -              37             36             -              -              -              -              -              -              -              
24             -              -              24             -              54             35             -              47             -              -              -              37             -              -              -              -              51             -              -              35             38             -              -              -              -              -              -              -              
22             -              -              29             -              44             42             -              38             -              -              -              36             -              -              -              -              25             -              -              38             31             -              -              -              -              -              -              -              
20             -              -              32             -              45             30             -              27             -              -              -              26             -              -              -              -              36             -              -              34             33             -              -              -              -              -              -              -              
22             -              -              28             -              42             26             -              36             -              -              -              30             -              -              -              -              44             -              -              38             30             -              -              -              -              -              -              -              
12             -              -              28             -              48             38             -              35             -              -              -              22             -              -              -              -              28             -              -              38             32             -              -              -              -              -              -              -              
27             -              -              27             -              40             41             -              49             -              -              -              16             -              -              -              -              33             -              -              35             27             -              -              -              -              -              -              -              
30             -              -              -              -              37             31             -              36             -              -              -              -              -              -              -              -              42             -              -              36             33             -              -              -              -              -              -              -              
16             -              -              -              -              39             36             -              49             -              -              -              -              -              -              -              -              40             -              -              38             29             -              -              -              -              -              -              -              
15             -              -              -              -              50             -              -              33             -              -              -              -              -              -              -              -              63             -              -              41             -              -              -              -              -              -              -              -              
20             -              -              -              -              44             -              -              35             -              -              -              -              -              -              -              -              -              -              -              33             -              -              -              -              -              -              -              -              
12             -              -              -              -              36             -              -              40             -              -              -              -              -              -              -              -              -              -              -              44             -              -              -              -              -              -              -              -              
27             -              -              -              -              39             -              -              24             -              -              -              -              -              -              -              -              -              -              -              37             -              -              -              -              -              -              -              -              
24             -              -              -              -              43             -              -              28             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
32             -              -              -              -              62             -              -              28             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
17             -              -              -              -              48             -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
26             -              -              -              -              50             -              -              41             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
