Group1         Group2         
21             39             
6              23             
21             32             
19             29             
30             22             
24             25             
11             23             
25             24             
7              29             
7              23             
4              24             
19             19             
22             21             
24             22             
9              27             
31             20             
11             13             
26             24             
15             22             
24             23             
9              29             
12             22             
22             13             
30             17             
16             24             
28             19             
12             24             
33             21             
35             30             
34             24             
27             24             
20             21             
9              18             
13             27             
33             24             
19             18             
17             26             
33             12             
32             21             
22             33             
18             28             
39             17             
27             20             
21             22             
12             27             
15             46             
12             27             
12             16             
21             10             
33             28             
18             23             
30             19             
7              9              
6              22             
4              24             
23             6              
24             14             
17             12             
25             35             
23             34             
22             35             
27             13             
10             30             
19             23             
20             16             
19             10             
6              20             
27             15             
16             20             
33             12             
11             23             
27             17             
33             18             
19             15             
39             20             
22             17             
9              16             
15             12             
33             17             
18             3              
26             13             
15             6              
10             12             
28             12             
24             19             
10             24             
25             10             
14             24             
8              14             
12             21             
14             22             
9              21             
15             21             
1              20             
14             15             
16             18             
13             10             
26             9              
0              27             
25             21             
20             16             
12             13             
14             14             
24             10             
32             10             
12             9              
9              9              
10             11             
10             14             
8              10             
5              7              
10             7              
10             7              
10             11             
6              10             
7              6              
16             9              
6              14             
19             1              
15             40             
11             22             
13             26             
11             26             
8              25             
4              32             
10             29             
10             21             
17             30             
14             28             
20             36             
16             41             
18             32             
-              30             
-              27             
-              38             
-              13             
-              14             
-              -              
