H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
23             28             13             20             18             55             41             25             34             19             24             14             33             29             32             32             15             39             34             10             20             30             36             17             29             22             31             18             25             
15             -              12             15             -              56             40             26             30             -              -              -              32             27             35             19             13             28             -              12             22             24             -              19             -              -              31             -              35             
19             -              14             31             -              39             37             32             30             -              -              -              32             -              28             21             11             27             -              9              21             30             -              -              -              -              -              -              -              
21             -              -              22             -              46             36             30             30             -              -              -              34             -              -              33             9              40             -              19             16             33             -              -              -              -              -              -              -              
19             -              -              19             -              43             37             35             31             -              -              -              30             -              -              24             -              26             -              -              16             25             -              -              -              -              -              -              -              
19             -              -              20             -              43             37             -              28             -              -              -              24             -              -              -              -              21             -              -              13             32             -              -              -              -              -              -              -              
43             -              -              15             -              42             51             -              15             -              -              -              37             -              -              -              -              43             -              -              20             26             -              -              -              -              -              -              -              
16             -              -              23             -              40             44             -              16             -              -              -              30             -              -              -              -              31             -              -              15             30             -              -              -              -              -              -              -              
37             -              -              13             -              42             44             -              26             -              -              -              28             -              -              -              -              35             -              -              15             32             -              -              -              -              -              -              -              
35             -              -              18             -              41             33             -              22             -              -              -              28             -              -              -              -              33             -              -              14             42             -              -              -              -              -              -              -              
46             -              -              11             -              42             47             -              30             -              -              -              19             -              -              -              -              24             -              -              13             33             -              -              -              -              -              -              -              
19             -              -              20             -              36             39             -              21             -              -              -              24             -              -              -              -              12             -              -              21             39             -              -              -              -              -              -              -              
17             -              -              -              -              39             46             -              21             -              -              -              -              -              -              -              -              28             -              -              16             24             -              -              -              -              -              -              -              
26             -              -              -              -              40             36             -              19             -              -              -              -              -              -              -              -              12             -              -              20             34             -              -              -              -              -              -              -              
16             -              -              -              -              33             -              -              33             -              -              -              -              -              -              -              -              30             -              -              21             -              -              -              -              -              -              -              -              
