H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
446            355            385            428            376            372            394            366            504            370            328            361            454            290            404            347            246            288            330            312            370            317            280            344            346            308            410            323            407            
429            -              390            407            -              428            384            335            410            -              -              -              461            308            391            314            296            334            -              349            373            326            -              335            -              -              376            -              434            
410            -              337            412            -              356            375            356            492            -              -              -              448            -              373            346            300            314            -              319            361            352            -              -              -              -              -              -              -              
411            -              -              404            -              366            336            392            372            -              -              -              458            -              -              320            261            304            -              282            377            345            -              -              -              -              -              -              -              
412            -              -              407            -              383            375            351            388            -              -              -              426            -              -              252            -              300            -              -              385            378            -              -              -              -              -              -              -              
458            -              -              364            -              364            470            -              473            -              -              -              417            -              -              -              -              292            -              -              346            323            -              -              -              -              -              -              -              
391            -              -              423            -              367            372            -              378            -              -              -              430            -              -              -              -              303            -              -              339            364            -              -              -              -              -              -              -              
385            -              -              359            -              362            372            -              407            -              -              -              455            -              -              -              -              240            -              -              361            323            -              -              -              -              -              -              -              
407            -              -              464            -              384            364            -              469            -              -              -              417            -              -              -              -              359            -              -              341            343            -              -              -              -              -              -              -              
379            -              -              453            -              374            354            -              413            -              -              -              417            -              -              -              -              288            -              -              340            312            -              -              -              -              -              -              -              
312            -              -              427            -              349            379            -              281            -              -              -              434            -              -              -              -              362            -              -              333            313            -              -              -              -              -              -              -              
399            -              -              393            -              355            380            -              385            -              -              -              398            -              -              -              -              284            -              -              342            307            -              -              -              -              -              -              -              
382            -              -              -              -              369            357            -              307            -              -              -              -              -              -              -              -              257            -              -              343            318            -              -              -              -              -              -              -              
312            -              -              -              -              387            308            -              392            -              -              -              -              -              -              -              -              277            -              -              350            266            -              -              -              -              -              -              -              
370            -              -              -              -              356            -              -              376            -              -              -              -              -              -              -              -              327            -              -              370            -              -              -              -              -              -              -              -              
390            -              -              -              -              377            -              -              228            -              -              -              -              -              -              -              -              -              -              -              269            -              -              -              -              -              -              -              -              
331            -              -              -              -              395            -              -              412            -              -              -              -              -              -              -              -              -              -              -              335            -              -              -              -              -              -              -              -              
454            -              -              -              -              369            -              -              439            -              -              -              -              -              -              -              -              -              -              -              305            -              -              -              -              -              -              -              -              
372            -              -              -              -              362            -              -              303            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
343            -              -              -              -              315            -              -              465            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
295            -              -              -              -              379            -              -              235            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
358            -              -              -              -              401            -              -              399            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
364            -              -              -              -              407            -              -              426            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
323            -              -              -              -              362            -              -              442            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
352            -              -              -              -              391            -              -              392            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
340            -              -              -              -              357            -              -              255            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
318            -              -              -              -              380            -              -              415            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
347            -              -              -              -              397            -              -              493            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
341            -              -              -              -              381            -              -              428            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
329            -              -              -              -              381            -              -              336            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
327            -              -              -              -              334            -              -              270            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
383            -              -              -              -              379            -              -              405            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
340            -              -              -              -              359            -              -              384            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
283            -              -              -              -              373            -              -              422            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
363            -              -              -              -              392            -              -              463            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
382            -              -              -              -              372            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
372            -              -              -              -              372            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
281            -              -              -              -              384            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
258            -              -              -              -              402            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
371            -              -              -              -              400            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
