Group1         Group2         
585            522            
539            601            
543            516            
539            544            
569            557            
592            521            
532            551            
541            554            
533            548            
535            541            
599            551            
554            537            
522            558            
409            557            
544            523            
545            532            
550            502            
549            570            
542            547            
539            539            
520            552            
527            550            
452            557            
459            560            
527            572            
504            560            
525            575            
475            558            
517            579            
499            570            
533            546            
508            522            
569            507            
536            584            
495            571            
582            491            
585            552            
459            558            
468            555            
531            595            
390            501            
480            536            
462            575            
529            599            
369            533            
369            504            
405            550            
430            535            
539            530            
554            564            
568            560            
481            612            
495            524            
498            513            
483            491            
484            561            
499            548            
558            559            
500            538            
519            515            
488            540            
491            568            
496            533            
554            554            
555            525            
531            501            
488            484            
537            514            
555            530            
470            510            
559            547            
468            540            
478            526            
545            560            
456            553            
568            412            
550            432            
511            436            
478            425            
476            411            
418            447            
486            468            
478            444            
427            439            
504            468            
516            482            
386            472            
557            477            
540            462            
538            435            
552            434            
565            430            
537            468            
522            473            
555            465            
561            467            
527            436            
503            469            
519            477            
552            518            
469            548            
563            546            
581            475            
497            542            
537            528            
500            531            
528            536            
516            526            
526            487            
521            522            
510            474            
525            444            
517            496            
506            487            
495            499            
477            506            
531            471            
556            466            
561            475            
573            537            
509            520            
509            518            
494            522            
539            536            
460            537            
552            534            
522            521            
539            549            
546            496            
503            515            
560            478            
578            485            
-              465            
-              495            
-              451            
-              530            
-              456            
-              -              
