Group1         Group2         
6              6              
6              3              
5              4              
3              8              
5              10             
4              5              
10             7              
4              6              
9              8              
12             7              
6              6              
3              9              
3              7              
11             5              
5              1              
5              4              
9              7              
9              6              
6              4              
9              4              
9              7              
2              3              
2              6              
0              5              
7              2              
9              7              
3              2              
6              2              
1              2              
8              1              
12             3              
3              5              
3              6              
6              2              
12             2              
3              2              
2              6              
12             3              
2              5              
5              6              
6              0              
12             3              
17             2              
3              3              
0              1              
0              3              
0              5              
1              3              
18             6              
21             6              
12             5              
9              3              
7              18             
5              6              
5              8              
7              3              
10             3              
22             3              
14             8              
9              10             
9              8              
9              6              
11             4              
7              5              
9              1              
6              0              
6              5              
20             2              
9              1              
1              0              
6              14             
2              21             
4              14             
6              8              
0              8              
11             18             
6              23             
12             22             
6              15             
9              18             
3              17             
6              21             
13             16             
2              18             
8              9              
8              13             
6              16             
11             12             
19             11             
8              9              
11             7              
11             12             
8              4              
16             7              
7              6              
7              12             
18             20             
18             12             
17             22             
14             16             
9              14             
18             12             
11             9              
19             8              
6              8              
6              8              
10             9              
10             3              
10             11             
9              11             
9              11             
9              13             
8              13             
8              15             
11             11             
10             11             
15             12             
5              11             
6              7              
3              18             
6              14             
6              13             
5              9              
3              10             
3              11             
6              12             
7              15             
18             13             
16             8              
0              12             
0              9              
0              15             
-              9              
-              12             
-              19             
-              6              
-              15             
-              -              
