H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
50             47             49             41             41             62             63             67             62             51             57             52             64             51             51             60             51             63             48             71             63             74             53             49             57             59             48             61             65             
53             -              39             43             -              77             66             58             56             -              -              -              59             50             49             55             45             62             -              62             72             77             -              47             -              -              53             -              60             
56             -              44             58             -              58             69             64             46             -              -              -              55             -              55             63             45             59             -              72             71             77             -              -              -              -              -              -              -              
51             -              -              54             -              72             67             50             62             -              -              -              59             -              -              50             53             57             -              51             71             80             -              -              -              -              -              -              -              
61             -              -              50             -              69             69             57             61             -              -              -              70             -              -              63             -              63             -              -              68             78             -              -              -              -              -              -              -              
52             -              -              52             -              72             74             -              53             -              -              -              72             -              -              -              -              54             -              -              71             74             -              -              -              -              -              -              -              
44             -              -              43             -              67             57             -              44             -              -              -              57             -              -              -              -              52             -              -              74             78             -              -              -              -              -              -              -              
56             -              -              40             -              71             68             -              57             -              -              -              58             -              -              -              -              57             -              -              79             77             -              -              -              -              -              -              -              
45             -              -              48             -              67             58             -              51             -              -              -              56             -              -              -              -              68             -              -              66             77             -              -              -              -              -              -              -              
49             -              -              46             -              70             64             -              38             -              -              -              61             -              -              -              -              45             -              -              76             48             -              -              -              -              -              -              -              
27             -              -              50             -              69             53             -              59             -              -              -              56             -              -              -              -              57             -              -              79             74             -              -              -              -              -              -              -              
47             -              -              50             -              60             67             -              68             -              -              -              52             -              -              -              -              57             -              -              64             64             -              -              -              -              -              -              -              
45             -              -              -              -              69             57             -              50             -              -              -              -              -              -              -              -              42             -              -              72             72             -              -              -              -              -              -              -              
41             -              -              -              -              66             56             -              68             -              -              -              -              -              -              -              -              45             -              -              74             68             -              -              -              -              -              -              -              
37             -              -              -              -              63             -              -              43             -              -              -              -              -              -              -              -              48             -              -              70             -              -              -              -              -              -              -              -              
58             -              -              -              -              66             -              -              44             -              -              -              -              -              -              -              -              -              -              -              65             -              -              -              -              -              -              -              -              
33             -              -              -              -              70             -              -              54             -              -              -              -              -              -              -              -              -              -              -              82             -              -              -              -              -              -              -              -              
62             -              -              -              -              69             -              -              50             -              -              -              -              -              -              -              -              -              -              -              76             -              -              -              -              -              -              -              -              
54             -              -              -              -              70             -              -              48             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
41             -              -              -              -              58             -              -              51             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
46             -              -              -              -              67             -              -              30             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
61             -              -              -              -              74             -              -              43             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
39             -              -              -              -              67             -              -              56             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
57             -              -              -              -              69             -              -              51             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
49             -              -              -              -              73             -              -              54             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
39             -              -              -              -              69             -              -              36             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
42             -              -              -              -              75             -              -              49             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
51             -              -              -              -              77             -              -              61             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
46             -              -              -              -              81             -              -              61             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
48             -              -              -              -              75             -              -              60             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
