Group1         Group2         
77             65             
68             71             
65             60             
63             59             
60             61             
67             58             
66             58             
66             62             
70             63             
70             63             
35             64             
51             70             
58             59             
46             62             
58             67             
56             66             
69             66             
58             67             
62             62             
67             67             
40             58             
51             58             
55             64             
66             61             
62             82             
59             56             
58             81             
66             82             
52             79             
69             81             
69             66             
54             60             
59             63             
58             90             
61             88             
63             81             
57             63             
42             48             
42             87             
66             105            
45             76             
39             55             
36             84             
42             93             
39             64             
30             66             
33             70             
38             73             
93             36             
91             60             
71             60             
47             62             
59             57             
60             58             
60             55             
80             51             
86             58             
71             61             
64             35             
56             34             
64             35             
79             56             
77             66             
61             57             
69             62             
66             48             
57             47             
62             45             
80             63             
67             40             
56             62             
60             57             
65             60             
60             52             
41             67             
54             103            
60             105            
55             103            
58             107            
72             111            
74             107            
68             115            
66             118            
79             107            
82             110            
46             101            
48             117            
66             117            
62             118            
60             109            
60             95             
63             113            
65             117            
62             116            
58             100            
61             98             
71             110            
59             109            
65             102            
62             89             
64             94             
67             87             
60             77             
68             85             
64             74             
54             77             
86             107            
85             102            
91             101            
89             92             
89             97             
86             94             
91             96             
82             100            
82             100            
83             100            
80             75             
68             90             
83             93             
85             103            
63             65             
67             105            
88             104            
92             104            
63             105            
54             94             
57             109            
85             94             
88             102            
76             95             
59             89             
63             106            
-              83             
-              92             
-              85             
-              57             
-              115            
-              -              
