H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
0              1              2              2              9              9              9              9              5              6              11             0              4              2              2              11             11             13             0              8              0              6              2              2              9              11             1              13             4              
0              -              3              4              -              14             9              11             9              -              -              -              5              4              2              11             3              12             -              10             0              5              -              4              -              -              0              -              5              
4              -              1              0              -              8              8              9              3              -              -              -              5              -              0              8              7              9              -              5              0              6              -              -              -              -              -              -              -              
0              -              -              8              -              17             11             9              10             -              -              -              4              -              -              9              10             15             -              8              0              9              -              -              -              -              -              -              -              
4              -              -              6              -              13             8              10             10             -              -              -              4              -              -              0              -              8              -              -              0              6              -              -              -              -              -              -              -              
0              -              -              6              -              16             10             -              3              -              -              -              7              -              -              -              -              15             -              -              2              2              -              -              -              -              -              -              -              
5              -              -              6              -              15             10             -              12             -              -              -              6              -              -              -              -              13             -              -              0              7              -              -              -              -              -              -              -              
3              -              -              0              -              15             10             -              3              -              -              -              4              -              -              -              -              18             -              -              0              5              -              -              -              -              -              -              -              
1              -              -              5              -              19             9              -              0              -              -              -              4              -              -              -              -              12             -              -              0              11             -              -              -              -              -              -              -              
1              -              -              6              -              14             6              -              4              -              -              -              5              -              -              -              -              15             -              -              0              3              -              -              -              -              -              -              -              
0              -              -              2              -              15             9              -              0              -              -              -              5              -              -              -              -              12             -              -              1              6              -              -              -              -              -              -              -              
0              -              -              0              -              11             14             -              4              -              -              -              0              -              -              -              -              15             -              -              2              2              -              -              -              -              -              -              -              
0              -              -              -              -              15             9              -              6              -              -              -              -              -              -              -              -              9              -              -              0              9              -              -              -              -              -              -              -              
0              -              -              -              -              13             11             -              0              -              -              -              -              -              -              -              -              9              -              -              0              8              -              -              -              -              -              -              -              
0              -              -              -              -              11             -              -              2              -              -              -              -              -              -              -              -              17             -              -              1              -              -              -              -              -              -              -              -              
4              -              -              -              -              14             -              -              7              -              -              -              -              -              -              -              -              -              -              -              0              -              -              -              -              -              -              -              -              
3              -              -              -              -              7              -              -              2              -              -              -              -              -              -              -              -              -              -              -              11             -              -              -              -              -              -              -              -              
2              -              -              -              -              14             -              -              4              -              -              -              -              -              -              -              -              -              -              -              5              -              -              -              -              -              -              -              -              
0              -              -              -              -              14             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              13             -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              20             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              16             -              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              10             -              -              1              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              10             -              -              4              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              12             -              -              1              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
5              -              -              -              -              10             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              12             -              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              9              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              18             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
7              -              -              -              -              12             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              19             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              13             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              9              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              16             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              12             -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              16             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              24             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              19             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              5              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
5              -              -              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              4              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              -              
