Group1         Group2         
19             28             
15             16             
16             31             
21             12             
15             12             
14             13             
22             12             
16             14             
20             12             
22             13             
14             13             
22             20             
24             12             
15             12             
16             25             
17             14             
17             34             
16             13             
17             13             
19             17             
22             18             
15             15             
15             17             
25             15             
14             38             
21             14             
24             35             
22             38             
19             35             
17             35             
19             22             
18             20             
15             24             
11             21             
18             38             
21             21             
13             13             
29             16             
31             18             
13             24             
15             18             
25             15             
33             34             
15             27             
3              19             
3              13             
3              24             
4              11             
18             22             
21             24             
18             13             
17             18             
5              9              
8              15             
9              21             
3              16             
6              11             
15             14             
8              18             
4              20             
4              18             
5              22             
7              24             
11             24             
11             21             
11             23             
8              18             
11             21             
17             25             
6              25             
15             15             
3              17             
6              9              
15             14             
7              14             
14             18             
15             16             
18             17             
6              18             
16             42             
9              9              
17             12             
15             14             
9              9              
16             15             
14             8              
10             11             
21             15             
15             23             
14             18             
23             16             
19             11             
14             19             
26             13             
15             12             
18             21             
21             16             
11             20             
23             15             
13             27             
20             25             
19             27             
16             19             
15             23             
2              22             
3              21             
18             20             
14             24             
19             23             
19             22             
18             30             
18             20             
17             24             
19             26             
18             17             
16             18             
16             23             
11             24             
22             22             
19             38             
14             16             
10             29             
6              34             
51             31             
21             31             
21             32             
25             32             
35             33             
37             33             
13             34             
3              40             
3              32             
-              38             
-              28             
-              38             
-              25             
-              31             
-              -              
