Avian          Bat            Canine         Equine         Human          Seal           Swine          
529            503            561            568            585            548            539            
369            560            514            533            539            559            554            
369            578            530            554            543            542            568            
405            -              510            525            539            528            481            
430            -              -              501            569            531            537            
495            -              -              484            592            536            513            
498            -              -              -              532            526            491            
483            -              -              -              541            487            560            
554            -              -              -              533            522            553            
555            -              -              -              535            474            -              
531            -              -              -              599            444            -              
488            -              -              -              554            496            -              
538            -              -              -              522            487            -              
515            -              -              -              409            499            -              
540            -              -              -              544            506            -              
547            -              -              -              545            471            -              
540            -              -              -              550            466            -              
526            -              -              -              549            475            -              
557            -              -              -              542            -              -              
540            -              -              -              539            -              -              
538            -              -              -              520            -              -              
552            -              -              -              527            -              -              
565            -              -              -              452            -              -              
537            -              -              -              459            -              -              
522            -              -              -              527            -              -              
555            -              -              -              504            -              -              
561            -              -              -              525            -              -              
527            -              -              -              475            -              -              
503            -              -              -              517            -              -              
519            -              -              -              499            -              -              
552            -              -              -              533            -              -              
469            -              -              -              508            -              -              
563            -              -              -              569            -              -              
581            -              -              -              536            -              -              
497            -              -              -              495            -              -              
500            -              -              -              582            -              -              
556            -              -              -              585            -              -              
561            -              -              -              459            -              -              
573            -              -              -              468            -              -              
509            -              -              -              531            -              -              
509            -              -              -              390            -              -              
494            -              -              -              480            -              -              
539            -              -              -              462            -              -              
518            -              -              -              484            -              -              
548            -              -              -              499            -              -              
546            -              -              -              558            -              -              
475            -              -              -              500            -              -              
537            -              -              -              519            -              -              
520            -              -              -              488            -              -              
460            -              -              -              491            -              -              
552            -              -              -              496            -              -              
522            -              -              -              522            -              -              
530            -              -              -              601            -              -              
456            -              -              -              516            -              -              
539            -              -              -              544            -              -              
546            -              -              -              557            -              -              
-              -              -              -              521            -              -              
-              -              -              -              551            -              -              
-              -              -              -              554            -              -              
-              -              -              -              548            -              -              
-              -              -              -              541            -              -              
-              -              -              -              551            -              -              
-              -              -              -              537            -              -              
-              -              -              -              558            -              -              
-              -              -              -              557            -              -              
-              -              -              -              523            -              -              
-              -              -              -              532            -              -              
-              -              -              -              502            -              -              
-              -              -              -              570            -              -              
-              -              -              -              547            -              -              
-              -              -              -              539            -              -              
-              -              -              -              552            -              -              
-              -              -              -              550            -              -              
-              -              -              -              557            -              -              
-              -              -              -              560            -              -              
-              -              -              -              572            -              -              
-              -              -              -              560            -              -              
-              -              -              -              575            -              -              
-              -              -              -              558            -              -              
-              -              -              -              579            -              -              
-              -              -              -              570            -              -              
-              -              -              -              546            -              -              
-              -              -              -              522            -              -              
-              -              -              -              507            -              -              
-              -              -              -              584            -              -              
-              -              -              -              571            -              -              
-              -              -              -              491            -              -              
-              -              -              -              552            -              -              
-              -              -              -              558            -              -              
-              -              -              -              555            -              -              
-              -              -              -              595            -              -              
-              -              -              -              501            -              -              
-              -              -              -              536            -              -              
-              -              -              -              575            -              -              
-              -              -              -              599            -              -              
-              -              -              -              533            -              -              
-              -              -              -              504            -              -              
-              -              -              -              550            -              -              
-              -              -              -              535            -              -              
-              -              -              -              530            -              -              
-              -              -              -              564            -              -              
-              -              -              -              560            -              -              
-              -              -              -              612            -              -              
-              -              -              -              524            -              -              
-              -              -              -              555            -              -              
-              -              -              -              470            -              -              
-              -              -              -              559            -              -              
-              -              -              -              468            -              -              
-              -              -              -              478            -              -              
-              -              -              -              545            -              -              
-              -              -              -              456            -              -              
-              -              -              -              568            -              -              
-              -              -              -              550            -              -              
-              -              -              -              511            -              -              
-              -              -              -              478            -              -              
-              -              -              -              476            -              -              
-              -              -              -              418            -              -              
-              -              -              -              486            -              -              
-              -              -              -              478            -              -              
-              -              -              -              427            -              -              
-              -              -              -              504            -              -              
-              -              -              -              516            -              -              
-              -              -              -              386            -              -              
-              -              -              -              537            -              -              
-              -              -              -              528            -              -              
-              -              -              -              516            -              -              
-              -              -              -              526            -              -              
-              -              -              -              521            -              -              
-              -              -              -              510            -              -              
-              -              -              -              525            -              -              
-              -              -              -              517            -              -              
-              -              -              -              506            -              -              
-              -              -              -              495            -              -              
-              -              -              -              477            -              -              
-              -              -              -              531            -              -              
-              -              -              -              412            -              -              
-              -              -              -              432            -              -              
-              -              -              -              436            -              -              
-              -              -              -              425            -              -              
-              -              -              -              411            -              -              
-              -              -              -              447            -              -              
-              -              -              -              468            -              -              
-              -              -              -              444            -              -              
-              -              -              -              439            -              -              
-              -              -              -              468            -              -              
-              -              -              -              482            -              -              
-              -              -              -              472            -              -              
-              -              -              -              477            -              -              
-              -              -              -              462            -              -              
-              -              -              -              435            -              -              
-              -              -              -              434            -              -              
-              -              -              -              430            -              -              
-              -              -              -              468            -              -              
-              -              -              -              473            -              -              
-              -              -              -              465            -              -              
-              -              -              -              467            -              -              
-              -              -              -              436            -              -              
-              -              -              -              469            -              -              
-              -              -              -              477            -              -              
-              -              -              -              518            -              -              
-              -              -              -              522            -              -              
-              -              -              -              536            -              -              
-              -              -              -              537            -              -              
-              -              -              -              534            -              -              
-              -              -              -              521            -              -              
-              -              -              -              549            -              -              
-              -              -              -              496            -              -              
-              -              -              -              515            -              -              
-              -              -              -              478            -              -              
-              -              -              -              485            -              -              
-              -              -              -              465            -              -              
-              -              -              -              495            -              -              
-              -              -              -              451            -              -              
-              -              -              -              -              
