Group1         Group2         
757            613            
708            722            
701            600            
713            638            
730            644            
757            626            
687            658            
702            640            
699            641            
677            641            
642            645            
724            629            
697            660            
515            653            
678            600            
714            624            
638            619            
709            653            
649            628            
666            609            
669            643            
674            630            
532            656            
621            663            
646            666            
596            644            
625            666            
577            655            
671            684            
597            662            
647            614            
613            623            
695            608            
645            685            
626            667            
759            568            
728            633            
589            656            
596            666            
657            686            
447            628            
593            647            
585            667            
656            695            
440            593            
460            610            
529            609            
528            626            
660            598            
698            651            
673            658            
625            719            
586            645            
609            635            
577            624            
608            647            
617            659            
695            669            
652            668            
656            633            
622            669            
603            678            
617            628            
747            640            
730            621            
684            603            
619            561            
674            604            
719            623            
652            619            
713            627            
634            616            
621            653            
700            638            
568            599            
670            574            
691            575            
642            580            
622            584            
635            555            
549            591            
635            630            
613            608            
534            587            
681            617            
653            667            
470            611            
689            588            
565            621            
669            585            
668            618            
703            564            
672            614            
563            641            
663            643            
714            600            
692            577            
631            618            
553            616            
691            644            
571            665            
687            667            
672            608            
608            650            
643            651            
657            651            
691            637            
689            651            
686            587            
683            620            
653            575            
693            550            
681            598            
674            556            
669            573            
617            620            
691            582            
691            551            
685            580            
689            680            
666            644            
668            637            
642            649            
656            659            
567            652            
715            660            
672            645            
730            673            
744            605            
595            636            
677            621            
700            601            
-              562            
-              614            
-              555            
-              607            
-              610            
-              -              
