Avian          Bat            Canine         Equine         Human          Seal           Swine          
16             9              21             32             20             26             16             
12             8              28             23             10             22             21             
21             8              23             24             20             14             18             
15             -              21             20             19             10             12             
10             -              -              30             19             11             19             
14             -              -              21             17             19             18             
17             -              -              -              13             19             20             
17             -              -              -              17             20             24             
14             -              -              -              14             17             24             
13             -              -              -              13             15             -              
13             -              -              -              12             16             -              
15             -              -              -              20             11             -              
17             -              -              -              16             17             -              
18             -              -              -              9              21             -              
17             -              -              -              16             22             -              
35             -              -              -              20             13             -              
28             -              -              -              12             17             -              
28             -              -              -              15             16             -              
9              -              -              -              15             -              -              
6              -              -              -              14             -              -              
9              -              -              -              15             -              -              
9              -              -              -              10             -              -              
9              -              -              -              18             -              -              
11             -              -              -              10             -              -              
9              -              -              -              13             -              -              
10             -              -              -              16             -              -              
12             -              -              -              12             -              -              
9              -              -              -              18             -              -              
6              -              -              -              14             -              -              
6              -              -              -              13             -              -              
17             -              -              -              17             -              -              
10             -              -              -              19             -              -              
6              -              -              -              10             -              -              
9              -              -              -              13             -              -              
5              -              -              -              24             -              -              
10             -              -              -              27             -              -              
10             -              -              -              12             -              -              
4              -              -              -              8              -              -              
6              -              -              -              12             -              -              
13             -              -              -              15             -              -              
13             -              -              -              12             -              -              
11             -              -              -              6              -              -              
8              -              -              -              9              -              -              
14             -              -              -              13             -              -              
18             -              -              -              9              -              -              
20             -              -              -              9              -              -              
16             -              -              -              11             -              -              
15             -              -              -              6              -              -              
17             -              -              -              7              -              -              
0              -              -              -              14             -              -              
12             -              -              -              14             -              -              
9              -              -              -              16             -              -              
30             -              -              -              18             -              -              
21             -              -              -              23             -              -              
23             -              -              -              20             -              -              
24             -              -              -              19             -              -              
-              -              -              -              18             -              -              
-              -              -              -              21             -              -              
-              -              -              -              20             -              -              
-              -              -              -              20             -              -              
-              -              -              -              24             -              -              
-              -              -              -              19             -              -              
-              -              -              -              18             -              -              
-              -              -              -              20             -              -              
-              -              -              -              22             -              -              
-              -              -              -              9              -              -              
-              -              -              -              19             -              -              
-              -              -              -              26             -              -              
-              -              -              -              21             -              -              
-              -              -              -              20             -              -              
-              -              -              -              12             -              -              
-              -              -              -              12             -              -              
-              -              -              -              15             -              -              
-              -              -              -              18             -              -              
-              -              -              -              17             -              -              
-              -              -              -              21             -              -              
-              -              -              -              18             -              -              
-              -              -              -              19             -              -              
-              -              -              -              21             -              -              
-              -              -              -              24             -              -              
-              -              -              -              21             -              -              
-              -              -              -              19             -              -              
-              -              -              -              18             -              -              
-              -              -              -              18             -              -              
-              -              -              -              22             -              -              
-              -              -              -              24             -              -              
-              -              -              -              27             -              -              
-              -              -              -              21             -              -              
-              -              -              -              18             -              -              
-              -              -              -              21             -              -              
-              -              -              -              19             -              -              
-              -              -              -              23             -              -              
-              -              -              -              15             -              -              
-              -              -              -              19             -              -              
-              -              -              -              27             -              -              
-              -              -              -              10             -              -              
-              -              -              -              24             -              -              
-              -              -              -              18             -              -              
-              -              -              -              15             -              -              
-              -              -              -              25             -              -              
-              -              -              -              21             -              -              
-              -              -              -              21             -              -              
-              -              -              -              17             -              -              
-              -              -              -              15             -              -              
-              -              -              -              9              -              -              
-              -              -              -              11             -              -              
-              -              -              -              4              -              -              
-              -              -              -              7              -              -              
-              -              -              -              5              -              -              
-              -              -              -              3              -              -              
-              -              -              -              6              -              -              
-              -              -              -              8              -              -              
-              -              -              -              3              -              -              
-              -              -              -              7              -              -              
-              -              -              -              10             -              -              
-              -              -              -              9              -              -              
-              -              -              -              5              -              -              
-              -              -              -              11             -              -              
-              -              -              -              9              -              -              
-              -              -              -              9              -              -              
-              -              -              -              12             -              -              
-              -              -              -              3              -              -              
-              -              -              -              7              -              -              
-              -              -              -              8              -              -              
-              -              -              -              8              -              -              
-              -              -              -              8              -              -              
-              -              -              -              8              -              -              
-              -              -              -              10             -              -              
-              -              -              -              9              -              -              
-              -              -              -              13             -              -              
-              -              -              -              10             -              -              
-              -              -              -              10             -              -              
-              -              -              -              9              -              -              
-              -              -              -              7              -              -              
-              -              -              -              8              -              -              
-              -              -              -              34             -              -              
-              -              -              -              34             -              -              
-              -              -              -              34             -              -              
-              -              -              -              29             -              -              
-              -              -              -              24             -              -              
-              -              -              -              30             -              -              
-              -              -              -              30             -              -              
-              -              -              -              29             -              -              
-              -              -              -              33             -              -              
-              -              -              -              30             -              -              
-              -              -              -              29             -              -              
-              -              -              -              22             -              -              
-              -              -              -              30             -              -              
-              -              -              -              21             -              -              
-              -              -              -              19             -              -              
-              -              -              -              25             -              -              
-              -              -              -              20             -              -              
-              -              -              -              28             -              -              
-              -              -              -              28             -              -              
-              -              -              -              25             -              -              
-              -              -              -              18             -              -              
-              -              -              -              27             -              -              
-              -              -              -              24             -              -              
-              -              -              -              30             -              -              
-              -              -              -              17             -              -              
-              -              -              -              17             -              -              
-              -              -              -              17             -              -              
-              -              -              -              18             -              -              
-              -              -              -              20             -              -              
-              -              -              -              19             -              -              
-              -              -              -              21             -              -              
-              -              -              -              20             -              -              
-              -              -              -              16             -              -              
-              -              -              -              16             -              -              
-              -              -              -              15             -              -              
-              -              -              -              11             -              -              
-              -              -              -              14             -              -              
-              -              -              -              16             -              -              
-              -              -              -              -              
