Group1         Group2         
9              26             
6              25             
8              21             
5              21             
9              27             
5              20             
7              22             
8              21             
7              22             
7              20             
10             23             
6              23             
6              21             
10             21             
6              10             
8              24             
6              20             
7              27             
8              21             
9              22             
9              12             
9              14             
14             19             
12             20             
8              21             
8              23             
9              20             
9              20             
7              23             
12             23             
6              16             
6              19             
9              18             
9              21             
3              17             
6              15             
6              24             
9              14             
6              22             
6              20             
0              14             
6              20             
6              21             
10             23             
12             5              
21             32             
15             23             
18             23             
7              13             
6              21             
6              18             
7              24             
11             23             
8              20             
10             19             
7              16             
6              27             
11             20             
24             25             
6              21             
2              25             
5              21             
11             15             
10             17             
8              16             
6              8              
7              16             
3              14             
7              16             
11             13             
15             23             
13             18             
8              19             
15             16             
12             17             
6              1              
15             4              
19             5              
12             3              
1              21             
13             3              
4              3              
5              6              
17             3              
13             3              
12             10             
12             8              
6              3              
6              9              
5              3              
13             10             
7              9              
8              9              
10             11             
6              6              
9              6              
17             11             
15             10             
10             6              
11             6              
12             4              
8              5              
6              7              
14             5              
6              4              
9              5              
10             9              
10             5              
7              5              
9              5              
9              3              
5              5              
9              4              
8              6              
7              6              
8              6              
9              6              
7              6              
13             3              
15             4              
7              10             
7              5              
9              4              
10             5              
8              4              
28             4              
30             3              
14             4              
16             3              
14             3              
11             12             
11             3              
-              5              
-              8              
-              12             
-              3              
-              1              
-              -              
