CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
19             44             18             23             23             33             
23             48             22             -              39             31             
22             39             21             -              43             43             
13             51             20             -              28             -              
24             55             24             -              27             -              
16             46             32             -              -              -              
25             47             24             -              -              -              
20             47             25             -              -              -              
20             53             29             -              -              -              
23             46             29             -              -              -              
20             49             32             -              -              -              
12             43             40             -              -              -              
12             48             33             -              -              -              
32             44             25             -              -              -              
16             27             30             -              -              -              
21             47             41             -              -              -              
28             39             38             -              -              -              
26             52             27             -              -              -              
18             44             33             -              -              -              
25             45             30             -              -              -              
21             45             36             -              -              -              
17             39             41             -              -              -              
24             41             28             -              -              -              
21             41             47             -              -              -              
20             41             33             -              -              -              
31             46             31             -              -              -              
15             40             25             -              -              -              
27             37             28             -              -              -              
12             49             13             -              -              -              
36             42             12             -              -              -              
29             43             13             -              -              -              
9              42             17             -              -              -              
19             36             8              -              -              -              
19             45             18             -              -              -              
25             37             16             -              -              -              
12             32             12             -              -              -              
15             51             18             -              -              -              
36             32             17             -              -              -              
23             45             22             -              -              -              
18             56             19             -              -              -              
9              39             17             -              -              -              
33             41             18             -              -              -              
35             37             18             -              -              -              
19             41             10             -              -              -              
15             15             35             -              -              -              
24             47             34             -              -              -              
18             45             28             -              -              -              
25             40             20             -              -              -              
34             28             24             -              -              -              
39             38             27             -              -              -              
24             43             27             -              -              -              
24             46             21             -              -              -              
25             45             27             -              -              -              
20             36             20             -              -              -              
20             43             32             -              -              -              
28             31             30             -              -              -              
23             45             28             -              -              -              
50             38             23             -              -              -              
52             45             34             -              -              -              
28             45             40             -              -              -              
27             45             34             -              -              -              
26             42             -              -              -              -              
34             44             -              -              -              -              
29             38             -              -              -              -              
31             37             -              -              -              -              
15             19             -              -              -              -              
22             39             -              -              -              -              
34             36             -              -              -              -              
23             37             -              -              -              -              
33             30             -              -              -              -              
27             49             -              -              -              -              
35             51             -              -              -              -              
34             49             -              -              -              -              
25             38             -              -              -              -              
30             48             -              -              -              -              
20             24             -              -              -              -              
21             -              -              -              -              -              
38             -              -              -              -              -              
24             -              -              -              -              -              
16             -              -              -              -              -              
29             -              -              -              -              -              
14             -              -              -              -              -              
29             -              -              -              -              -              
40             -              -              -              -              -              
23             -              -              -              -              -              
24             -              -              -              -              -              
26             -              -              -              -              -              
20             -              -              -              -              -              
25             -              -              -              -              -              
17             -              -              -              -              -              
25             -              -              -              -              -              
24             -              -              -              -              -              
21             -              -              -              -              -              
28             -              -              -              -              -              
21             -              -              -              -              -              
22             -              -              -              -              -              
41             -              -              -              -              -              
39             -              -              -              -              -              
33             -              -              -              -              -              
31             -              -              -              -              -              
28             -              -              -              -              -              
35             -              -              -              -              -              
23             -              -              -              -              -              
43             -              -              -              -              -              
30             -              -              -              -              -              
17             -              -              -              -              -              
35             -              -              -              -              -              
35             -              -              -              -              -              
33             -              -              -              -              -              
34             -              -              -              -              -              
34             -              -              -              -              -              
32             -              -              -              -              -              
36             -              -              -              -              -              
31             -              -              -              -              -              
29             -              -              -              -              -              
30             -              -              -              -              -              
33             -              -              -              -              -              
28             -              -              -              -              -              
34             -              -              -              -              -              
34             -              -              -              -              -              
26             -              -              -              -              -              
30             -              -              -              -              -              
25             -              -              -              -              -              
-              
