Group1         Group2         
20             70             
8              35             
14             69             
26             41             
23             36             
19             40             
11             41             
17             36             
14             41             
11             39             
7              38             
20             39             
20             39             
8              37             
9              49             
23             37             
9              57             
22             40             
18             37             
22             37             
18             41             
13             37             
10             34             
18             27             
23             53             
16             35             
21             56             
20             50             
33             47             
20             56             
22             28             
18             47             
3              52             
21             49             
36             58             
22             36             
13             42             
15             48             
17             48             
14             57             
12             61             
20             38             
12             48             
18             56             
15             53             
21             51             
18             47             
17             32             
19             30             
21             38             
21             41             
22             36             
7              38             
7              54             
8              52             
24             42             
24             44             
20             52             
20             68             
22             55             
22             68             
25             39             
17             37             
17             44             
17             37             
19             36             
9              23             
24             31             
17             38             
31             28             
17             41             
21             29             
24             50             
21             51             
33             37             
22             32             
18             31             
18             34             
30             35             
19             15             
25             21             
21             37             
15             27             
23             20             
29             27             
9              33             
31             25             
19             30             
17             32             
16             24             
19             35             
14             10             
19             36             
6              30             
18             33             
16             21             
18             36             
28             25             
3              34             
30             36             
22             30             
14             31             
15             32             
24             29             
24             31             
21             31             
15             34             
15             31             
11             32             
13             31             
6              28             
7              27             
11             29             
13             26             
6              29             
9              28             
15             30             
11             34             
22             26             
16             31             
15             45             
22             30             
14             29             
13             31             
27             33             
17             33             
9              31             
14             32             
14             28             
11             32             
20             42             
22             34             
-              38             
-              33             
-              33             
-              39             
-              44             
-              -              
