H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
8              9              0              0              7              3              0              11             0              4              0              0              2              1              0              18             6              6              0              3              3              3              0              12             1              12             19             0              0              
0              -              0              0              -              3              0              10             0              -              -              -              3              0              0              18             9              16             -              3              2              3              -              13             -              -              17             -              0              
7              -              0              2              -              0              11             11             0              -              -              -              3              -              2              18             9              3              -              5              0              3              -              -              -              -              -              -              -              
2              -              -              3              -              8              14             4              0              -              -              -              3              -              -              12             6              6              -              5              3              3              -              -              -              -              -              -              -              
6              -              -              3              -              7              11             4              2              -              -              -              4              -              -              21             -              7              -              -              4              4              -              -              -              -              -              -              -              
8              -              -              2              -              7              1              -              1              -              -              -              3              -              -              -              -              6              -              -              5              5              -              -              -              -              -              -              -              
0              -              -              0              -              8              8              -              0              -              -              -              3              -              -              -              -              7              -              -              4              4              -              -              -              -              -              -              -              
9              -              -              0              -              7              10             -              0              -              -              -              3              -              -              -              -              6              -              -              3              2              -              -              -              -              -              -              -              
0              -              -              0              -              9              3              -              0              -              -              -              4              -              -              -              -              4              -              -              1              3              -              -              -              -              -              -              -              
0              -              -              1              -              7              0              -              1              -              -              -              2              -              -              -              -              6              -              -              3              3              -              -              -              -              -              -              -              
1              -              -              3              -              6              6              -              3              -              -              -              8              -              -              -              -              6              -              -              3              5              -              -              -              -              -              -              -              
6              -              -              0              -              11             0              -              0              -              -              -              2              -              -              -              -              6              -              -              3              1              -              -              -              -              -              -              -              
8              -              -              -              -              4              3              -              1              -              -              -              -              -              -              -              -              5              -              -              2              3              -              -              -              -              -              -              -              
16             -              -              -              -              7              0              -              0              -              -              -              -              -              -              -              -              7              -              -              3              3              -              -              -              -              -              -              -              
2              -              -              -              -              4              -              -              1              -              -              -              -              -              -              -              -              7              -              -              4              -              -              -              -              -              -              -              -              
8              -              -              -              -              4              -              -              4              -              -              -              -              -              -              -              -              -              -              -              1              -              -              -              -              -              -              -              -              
0              -              -              -              -              6              -              -              0              -              -              -              -              -              -              -              -              -              -              -              8              -              -              -              -              -              -              -              -              
5              -              -              -              -              8              -              -              0              -              -              -              -              -              -              -              -              -              -              -              5              -              -              -              -              -              -              -              -              
2              -              -              -              -              6              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              6              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              4              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
5              -              -              -              -              3              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              -              -              -              0              -              -              1              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              -              -              -              5              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              9              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
11             -              -              -              -              6              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              9              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              9              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
11             -              -              -              -              9              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
11             -              -              -              -              9              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
7              -              -              -              -              2              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
8              -              -              -              -              8              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              9              -              -              1              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              8              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              9              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
7              -              -              -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
18             -              -              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              -              -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
19             -              -              -              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              -              -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              5              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              5              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              5              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
13             -              -              -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              5              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              -              
